2022-01-23 23:42:15,476, INFO: Using device: cpu
2022-01-23 23:42:15,483, INFO: Policy: LSTM-RL w/o pairwise interaction module
2022-01-23 23:42:15,486, INFO: human number: 5
2022-01-23 23:42:15,486, INFO: Not randomize human's radius and preferred speed
2022-01-23 23:42:15,486, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2022-01-23 23:42:15,486, INFO: Square width: 10.0, circle width: 4.0
2022-01-23 23:42:15,488, INFO: Current learning rate: 0.010000
2022-01-23 23:43:59,834, INFO: TRAIN has success rate: 0.00, collision rate: 0.00, nav time: 12.18, total reward: 0.2416
2022-01-23 23:49:11,140, INFO: Finish imitation learning. Weights saved.
2022-01-23 23:49:11,140, INFO: Experience set size: 100000/100000
2022-01-23 23:49:11,143, INFO: Agent is invisible and has holonomic kinematic constraint
2022-01-23 23:49:11,143, INFO: Current learning rate: 0.001000
2022-01-23 23:59:08,064, INFO: VAL   in episode 0 has success rate: 0.00, collision rate: 0.00, nav time: 10.47, total reward: 0.1864
2022-01-23 23:59:08,064, INFO: Frequency of being in danger: 0.28 and average min separate distance in danger: 0.08
2022-01-23 23:59:13,549, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 18.00, total reward: 0.1155
2022-01-23 23:59:20,198, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1501
2022-01-23 23:59:24,341, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1757
2022-01-23 23:59:30,408, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2022-01-23 23:59:36,136, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 0.2114
2022-01-23 23:59:42,676, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 18.50, total reward: 0.0803
2022-01-23 23:59:45,296, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1260
2022-01-23 23:59:51,117, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2022-01-23 23:59:52,464, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2755
2022-01-23 23:59:59,127, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2022-01-24 00:00:02,051, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1429
2022-01-24 00:00:05,647, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1513
2022-01-24 00:00:12,387, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1082
2022-01-24 00:00:15,685, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1533
2022-01-24 00:00:22,020, INFO: TRAIN in episode 14 has success rate: 1.00, collision rate: 0.00, nav time: 16.50, total reward: 0.0959
2022-01-24 00:00:28,923, INFO: TRAIN in episode 15 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1316
2022-01-24 00:00:34,994, INFO: TRAIN in episode 16 has success rate: 1.00, collision rate: 0.00, nav time: 14.75, total reward: 0.1821
2022-01-24 00:00:41,467, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 15.25, total reward: 0.1259
2022-01-24 00:00:47,271, INFO: TRAIN in episode 18 has success rate: 1.00, collision rate: 0.00, nav time: 14.75, total reward: 0.2170
2022-01-24 00:00:49,281, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1331
2022-01-24 00:00:52,089, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1255
2022-01-24 00:00:54,838, INFO: TRAIN in episode 21 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1354
2022-01-24 00:01:00,635, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 17.50, total reward: 0.1624
2022-01-24 00:01:03,908, INFO: TRAIN in episode 23 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1405
2022-01-24 00:01:06,694, INFO: TRAIN in episode 24 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1391
2022-01-24 00:01:12,886, INFO: TRAIN in episode 25 has success rate: 1.00, collision rate: 0.00, nav time: 13.75, total reward: 0.1661
2022-01-24 00:01:19,073, INFO: TRAIN in episode 26 has success rate: 1.00, collision rate: 0.00, nav time: 12.50, total reward: 0.2751
2022-01-24 00:01:25,173, INFO: TRAIN in episode 27 has success rate: 1.00, collision rate: 0.00, nav time: 18.00, total reward: 0.1541
2022-01-24 00:01:31,524, INFO: TRAIN in episode 28 has success rate: 1.00, collision rate: 0.00, nav time: 15.50, total reward: 0.1918
2022-01-24 00:01:37,902, INFO: TRAIN in episode 29 has success rate: 1.00, collision rate: 0.00, nav time: 21.75, total reward: 0.1038
2022-01-24 00:01:40,991, INFO: TRAIN in episode 30 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1341
2022-01-24 00:01:46,915, INFO: TRAIN in episode 31 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1316
2022-01-24 00:01:53,355, INFO: TRAIN in episode 32 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1501
2022-01-24 00:02:00,166, INFO: TRAIN in episode 33 has success rate: 1.00, collision rate: 0.00, nav time: 16.50, total reward: 0.1805
2022-01-24 00:02:06,283, INFO: TRAIN in episode 34 has success rate: 1.00, collision rate: 0.00, nav time: 22.00, total reward: 0.0937
2022-01-24 00:02:12,886, INFO: TRAIN in episode 35 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1280
2022-01-24 00:02:19,078, INFO: TRAIN in episode 36 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 0.2114
2022-01-24 00:02:25,048, INFO: TRAIN in episode 37 has success rate: 1.00, collision rate: 0.00, nav time: 14.75, total reward: 0.1404
2022-01-24 00:02:30,908, INFO: TRAIN in episode 38 has success rate: 1.00, collision rate: 0.00, nav time: 13.50, total reward: 0.2433
2022-01-24 00:02:37,570, INFO: TRAIN in episode 39 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2424
2022-01-24 00:02:44,370, INFO: TRAIN in episode 40 has success rate: 1.00, collision rate: 0.00, nav time: 16.00, total reward: 0.0545
