2022-01-28 20:54:19,709, INFO: Using device: cuda:0
2022-01-28 20:54:19,712, INFO: Policy: LSTM-RL w/o pairwise interaction module
2022-01-28 20:54:21,286, INFO: human number: 5
2022-01-28 20:54:21,286, INFO: Not randomize human's radius and preferred speed
2022-01-28 20:54:21,286, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2022-01-28 20:54:21,286, INFO: Square width: 10.0, circle width: 4.0
2022-01-28 20:54:21,288, INFO: Current learning rate: 0.010000
2022-01-28 20:56:51,193, INFO: TRAIN has success rate: 0.00, collision rate: 0.00, nav time: 12.08, total reward: 2.0927
2022-01-28 21:00:36,109, INFO: Finish imitation learning. Weights saved.
2022-01-28 21:00:36,109, INFO: Experience set size: 100000/100000
2022-01-28 21:00:36,112, INFO: Agent is invisible and has holonomic kinematic constraint
2022-01-28 21:00:36,112, INFO: Current learning rate: 0.001000
2022-01-28 21:00:42,787, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.4500
2022-01-28 21:00:46,398, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.5846
2022-01-28 21:00:50,397, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.1872
2022-01-28 21:00:58,050, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: -0.0068
2022-01-28 21:01:04,381, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 1.5794
2022-01-28 21:01:07,096, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.2319
2022-01-28 21:01:09,259, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.3675
2022-01-28 21:01:11,805, INFO: TRAIN in episode 7 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.3104
2022-01-28 21:01:14,210, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.3439
2022-01-28 21:01:17,779, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -1.3414
